Recency,Frequency,Monetary
38,8,356.83
17,2,222.25
43,2,259.93
8,3,457.58
8,5,351.1
6,3,1370.77
14,4,295.58
57,7,789.57
53,5,500.18
15,14,1145.57
27,7,426.59
39,4,576.71
9,6,224.34
6,6,667.46
108,6,916.41
29,6,426.58
120,6,906.73
13,8,276.97
37,7,575.51
8,7,894.99
10,2,501.86
22,8,1393.82
12,6,765.0
6,6,592.0
10,4,1010.31
2,3,1501.22
37,5,371.25
21,4,933.61
3,3,908.93
6,6,999.12
4,4,632.91
29,9,1693.37
3,7,581.9
43,6,699.79
1,10,1414.72
9,6,343.11
67,6,1552.11
39,2,1990.56
3,5,322.16
52,3,67.9
21,4,958.78
57,4,1217.05
28,5,904.8
35,8,1725.25
152,6,1283.52
8,2,1034.73
30,6,456.66
19,8,465.81
2,4,1140.2
1,4,3817.64
4,6,1000.31
32,3,248.28
26,4,1080.48
25,3,1048.85
1,5,1435.32
20,4,564.36
78,5,91.55
16,3,638.16
30,4,1166.64
46,1,569.95
46,4,1262.86
22,6,1270.74
59,4,1401.72
15,6,409.65
66,7,381.8
9,8,1518.13
10,4,426.59
2,9,364.64
48,2,668.26
17,4,798.57
8,3,524.41
8,4,660.5
70,5,220.76
54,3,219.62
25,5,1212.71
29,6,428.27
20,5,1208.58
15,8,991.08
75,5,66.46
5,4,1458.72
17,4,1050.8
13,1,813.13
21,4,1400.64
19,5,480.69
22,5,726.08
5,7,95.02
22,5,1266.97
9,5,159.27
7,6,436.04
3,3,791.21
44,7,2301.34
17,4,414.45
30,4,848.4
40,4,1114.83
35,8,1486.28
20,7,1299.66
15,6,1110.62
15,5,267.87
31,6,754.22
21,5,422.16
57,5,751.79
63,4,410.26
6,4,384.55
5,4,1211.3
30,5,548.58
11,8,539.98
1,3,187.37
66,5,1479.07
8,7,1500.55
80,5,127.42
38,6,1848.75
44,3,270.71
7,5,1750.66
9,7,1125.44
23,6,761.56
6,3,389.55
11,7,1550.52
12,7,1158.74
6,4,979.23
7,7,1257.07
47,3,556.62
6,7,1138.69
1,7,783.3
30,6,438.01
112,11,410.75
13,6,1331.06
4,6,377.63
26,4,233.19
72,2,679.95
46,8,2961.89
30,5,1023.76
12,3,419.64
24,4,881.12
3,4,1911.89
35,4,1021.8
39,6,1367.46
101,6,1176.8
10,4,832.47
1,8,1067.5
24,6,1047.27
37,3,618.01
47,4,232.12
7,6,1231.36
10,5,1350.9
22,6,559.07
13,7,401.36
60,2,836.71
20,9,510.37
49,2,825.8
27,9,1189.63
45,7,763.23
13,3,958.9
54,6,615.31
10,5,325.41
24,5,808.52
8,3,429.12
20,3,185.81
12,3,832.95
10,6,409.43
103,8,204.0
6,6,1641.49
47,2,875.07
125,3,1700.03
1,1,379.96
37,4,241.03
9,5,303.83
2,6,844.33
16,6,1828.61
83,3,834.59
1,4,391.11
27,6,793.03
21,6,785.19
62,2,1058.54
3,6,1461.91
35,5,557.83
35,8,616.23
34,6,391.45
86,9,851.96
52,2,1514.61
2,5,1081.27
20,5,697.53
16,4,200.38
12,3,980.12
19,5,342.54
15,6,348.38
17,8,382.4
117,6,744.34
3,5,624.18
77,2,1353.54
20,6,190.87
30,4,425.88
54,5,273.93
14,7,817.0
17,3,246.34
16,6,428.91
15,5,466.81
78,5,3041.67
53,8,1514.03
4,6,222.34
4,9,1498.16
17,4,692.72
4,1,1266.2
29,3,1879.18
5,6,208.04
23,2,456.21
1,3,532.24
12,5,376.28
34,6,152.83
20,6,1105.45
115,4,347.68
63,6,1213.33
14,7,1064.82
2,2,889.95
57,7,677.13
73,3,1116.53
52,4,613.39
5,7,588.71
186,6,581.09
9,5,219.98
39,3,1878.22
72,8,966.69
9,4,888.14
72,4,416.4
12,5,873.48
113,6,486.27
10,3,586.66
93,3,1139.57
2,6,404.3
38,6,1407.86
23,3,259.11
20,4,502.44
8,6,1020.01
37,5,1193.44
7,3,90.1
25,1,381.65
9,8,1979.08
94,7,437.58
1,7,232.4
7,6,340.07
9,3,370.13
17,4,241.45
8,5,209.07
21,5,1709.01
62,3,1535.15
38,2,1592.54
27,5,654.26
3,10,736.97
36,7,1537.64
6,3,391.6
47,4,1650.09
9,4,97.23
17,7,676.6
13,5,705.26
59,6,1461.95
5,7,1228.36
26,8,1406.16
5,3,200.7
37,6,1894.18
71,4,1360.27
18,5,598.06
21,7,468.83
79,2,631.31
23,8,817.82
21,4,1017.78
26,2,313.18
36,6,385.7
4,7,381.91
52,6,1015.08
18,5,563.98
3,8,776.87
47,4,954.81
15,4,741.95
4,5,761.58
31,4,252.02
64,2,1338.63
66,6,693.45
95,4,870.15
61,3,599.89
1,2,481.98
15,6,671.96
52,4,651.82
14,3,268.56
28,9,687.67
28,3,2848.54
14,5,1149.61
71,3,305.84
21,8,269.87
19,9,933.55
180,7,428.22
21,6,711.41
6,5,1346.57
22,6,717.5
51,5,671.2
45,7,750.59
47,4,1350.98
37,8,566.8
9,8,523.11
60,5,245.38
68,5,1452.79
7,3,384.78
5,13,228.44
112,5,507.0
61,4,244.85
68,5,432.86
66,4,807.12
24,5,1535.18
32,5,1290.1
24,6,236.09
2,10,320.02
42,5,1032.84
22,6,371.01
32,3,649.94
21,6,1272.48
21,5,935.06
6,2,1588.01
10,6,236.9
6,6,650.7
7,7,118.6
109,6,543.73
5,3,360.38
10,8,344.2
27,4,340.2
29,3,976.11
6,3,887.43
48,8,411.96
47,6,921.15
9,2,749.44
11,4,388.55
84,8,252.76
53,9,493.0
36,5,579.42
3,3,1434.13
17,5,494.2
25,5,1378.24
7,2,326.89
18,3,1694.08
28,3,1777.85
12,3,624.01
46,5,533.67
56,10,321.29
12,7,521.8
55,3,478.8
4,10,1501.17
55,7,828.52
5,7,1142.51
3,3,427.19
31,4,477.77
20,5,112.91
72,2,547.66
14,7,363.83
11,4,2026.68
21,8,1268.96
19,5,374.49
13,8,261.86
36,6,871.06
43,3,918.47
58,6,229.71
109,5,826.27
10,3,1585.91
38,4,933.72
16,8,599.13
34,6,536.14
20,4,559.32
153,5,267.89
40,8,1604.61
92,4,981.61
55,2,231.33
70,4,448.04
51,4,414.41
19,8,2083.84
9,5,480.96
14,5,184.28
1,9,375.09
23,4,1410.44
22,3,642.33
23,5,555.77
110,8,539.95
73,3,387.3
6,2,1004.2
14,6,1030.8
17,2,227.3
14,5,195.07
49,4,322.28
23,3,784.95
26,4,530.7
58,8,74.5
50,4,616.02
5,5,622.46
38,2,261.27
18,3,2215.35
11,4,700.94
2,6,533.29
21,6,464.38
14,8,941.61
9,8,346.35
36,6,957.95
45,7,2148.66
9,6,224.38
2,2,770.11
57,3,643.3
1,6,196.43
83,9,1771.31
30,6,286.83
12,6,666.95
9,4,397.44
1,4,381.99
9,5,1360.55
5,11,1027.21
29,1,570.95
6,4,415.47
23,5,194.36
27,4,1650.59
11,2,241.55
2,6,1516.67
